user_id,discovered,passed,started_attempt,viewed,correct,wrong,num_days,passed_course
161,1,1,0,1,0,0,1,0
163,1,1,0,1,0,0,1,0
166,10,10,2,19,2,0,1,1
168,28,28,11,31,11,3,2,0
169,4,4,1,5,1,0,1,0
170,1,0,0,1,0,0,1,0
171,8,7,7,12,1,9,3,0
172,4,3,0,4,0,0,1,0
173,3,1,0,3,0,0,1,0
175,13,12,15,35,3,0,2,0
176,8,8,2,8,2,0,1,0
178,11,9,1,11,0,0,1,1
179,2,2,1,2,1,0,1,0
181,1,0,1,1,0,0,1,0
182,1,1,0,2,0,0,1,0
183,61,61,32,136,27,23,3,0
184,13,12,3,13,2,0,1,0
187,1,1,0,1,0,0,1,0
188,7,7,0,7,0,0,2,0
189,1,1,0,1,0,0,1,0
190,1,1,0,1,0,0,1,0
191,7,5,2,9,0,0,1,0
192,6,8,3,6,3,0,1,0
193,41,40,16,55,15,12,3,1
194,2,2,0,2,0,0,1,0
196,10,10,2,11,2,0,1,0
197,10,8,2,14,0,0,1,0
199,1,0,1,1,0,0,1,0
201,1,1,0,1,0,0,1,0
202,127,127,61,225,52,54,3,1
203,1,0,0,1,0,0,1,0
209,1,1,0,1,0,0,1,0
210,1,0,0,1,0,0,1,0
211,2,0,1,2,0,0,1,0
214,4,2,1,5,0,0,1,1
215,40,39,15,44,15,6,2,0
216,1,1,0,1,0,0,1,0
219,13,12,2,25,2,0,2,0
220,17,17,5,38,5,2,2,0
221,1,0,1,1,0,0,1,0
222,1,1,0,1,0,0,1,0
223,10,10,2,10,2,0,1,0
224,3,3,0,5,0,0,1,0
225,14,13,3,20,3,0,2,0
226,54,52,30,114,26,23,1,1
227,35,35,13,40,13,1,3,1
228,3,3,0,3,0,0,1,0
229,41,40,17,54,15,9,3,0
230,11,11,2,11,2,0,1,1
231,65,65,29,68,28,13,2,0
232,13,13,2,13,2,0,1,0
233,1,1,0,1,0,0,1,0
238,1,0,0,1,0,0,1,0
239,12,12,2,17,2,0,2,0
240,21,19,5,27,5,6,1,0
243,2,2,0,2,0,0,1,0
244,1,1,0,1,0,0,1,0
245,2,2,0,2,0,0,1,0
246,12,14,2,14,2,0,1,1
247,31,27,4,32,0,0,1,0
249,10,7,0,10,0,0,1,0
250,31,30,13,58,11,32,2,0
251,93,93,39,107,37,18,2,0
252,1,1,0,1,0,0,1,0
254,1,1,0,1,0,0,1,0
255,2,2,0,2,0,0,1,0
256,1,0,0,1,0,0,1,0
257,1,0,1,1,0,0,1,0
258,4,4,1,4,1,0,1,0
259,7,6,1,13,1,0,1,0
262,1,1,0,1,0,0,1,0
263,43,43,17,52,17,4,3,0
264,9,8,6,10,1,4,1,0
265,1,1,0,1,0,0,1,0
266,3,2,0,4,0,0,1,0
267,1,1,0,1,0,0,1,0
268,3,1,2,3,0,0,1,0
270,3,3,0,3,0,0,1,0
272,1,1,0,1,0,0,1,0
274,1,1,0,1,0,0,1,0
275,11,9,1,15,0,0,1,1
277,8,8,2,19,2,0,1,0
278,1,1,0,1,0,0,1,0
279,21,19,4,33,4,0,2,1
280,1,0,1,1,0,0,1,0
281,118,108,0,206,0,0,1,0
282,10,10,2,15,2,0,1,0
284,41,40,16,48,15,1,3,1
285,1,0,0,1,0,0,1,0
286,9,6,3,9,0,0,1,0
287,34,23,19,39,3,6,2,0
290,9,9,2,26,2,0,2,0
291,13,11,2,21,0,0,1,0
293,1,1,0,1,0,0,1,0
294,9,9,2,9,2,0,1,0
295,21,21,7,23,7,3,2,0
296,11,11,2,11,2,0,2,1
297,9,9,4,11,3,1,1,0
299,42,40,20,58,15,15,2,0
300,1,0,0,1,0,0,1,0
301,8,8,2,15,2,0,2,1
302,10,10,2,11,2,0,2,0
305,1,1,0,2,0,0,1,0
307,4,4,1,4,1,0,1,0
309,2,1,1,4,0,0,2,0
310,1,1,0,1,0,0,1,0
311,13,10,2,26,0,1,1,0
312,1,0,0,1,0,0,1,0
313,6,6,2,6,2,0,2,0
314,7,6,0,11,0,0,1,0
315,1,1,0,1,0,0,1,0
316,19,19,8,25,7,2,3,0
321,1,1,0,7,0,0,2,1
322,17,15,6,37,4,9,1,0
323,24,21,15,52,6,36,2,0
325,1,0,1,1,0,0,1,0
326,9,7,0,11,0,0,1,0
330,1,1,0,1,0,0,1,0
332,25,25,10,57,9,1,3,0
333,1,1,0,1,0,0,1,0
334,20,20,7,36,7,11,2,0
336,27,27,12,46,9,7,1,0
337,6,6,2,6,2,0,1,0
338,123,109,0,176,0,0,2,0
339,7,6,0,7,0,0,1,0
340,4,4,1,4,1,0,1,0
342,1,0,0,1,0,0,1,0
343,14,10,2,18,0,0,2,0
344,44,42,19,97,15,29,3,0
345,10,9,6,17,1,5,2,0
347,1,0,1,1,0,0,1,0
350,20,20,6,28,6,0,1,0
352,1,0,0,1,0,0,1,0
353,21,21,8,37,6,6,3,0
354,1,1,0,1,0,0,1,0
356,4,4,0,4,0,0,2,0
357,11,11,4,12,2,2,1,0
358,1,1,0,1,0,0,1,0
359,2,2,0,2,0,0,1,0
360,1,0,1,1,0,0,1,0
361,24,24,10,51,10,19,2,0
362,1,1,0,1,0,0,1,0
364,13,12,3,24,2,0,2,0
365,27,18,0,29,0,0,1,0
368,10,9,2,18,2,0,1,0
369,6,4,2,6,0,0,1,1
370,3,1,0,3,0,0,1,0
371,1,1,0,1,0,0,1,0
372,1,1,0,1,0,0,1,0
374,1,1,0,1,0,0,1,0
376,1,1,0,1,0,0,1,0
377,1,0,0,1,0,0,1,0
378,1,1,0,1,0,0,1,0
379,47,47,19,77,17,21,2,0
380,1,0,0,4,0,0,2,0
381,2,2,0,2,0,0,1,0
383,31,30,10,65,10,7,3,1
384,2,2,0,2,0,0,1,0
385,23,20,8,29,3,13,1,0
387,31,30,10,31,9,7,2,0
390,1,0,1,1,0,0,1,0
392,1,1,0,1,0,0,1,0
393,1,1,0,1,0,0,1,0
394,11,10,3,14,2,1,1,0
395,25,25,8,35,8,8,3,1
396,1,1,0,1,0,0,1,0
397,10,10,2,12,2,0,1,0
398,5,4,1,12,0,0,2,0
399,14,13,3,17,3,0,1,1
401,1,1,0,1,0,0,1,0
402,1,1,0,2,0,0,1,0
403,1,1,0,1,0,0,1,0
404,46,35,1,48,0,1,2,0
405,1,1,0,1,0,0,1,0
407,3,3,0,3,0,0,1,1
408,1,1,0,1,0,0,1,0
410,65,48,8,302,2,2,2,0
412,1,1,0,1,0,0,1,0
413,15,14,6,22,5,0,1,0
415,1,1,0,1,0,0,1,0
416,1,1,0,1,0,0,1,0
420,35,32,12,62,10,7,2,0
422,34,29,9,91,8,13,3,1
426,1,0,0,1,0,0,1,0
427,22,22,7,22,7,1,1,0
428,69,63,11,87,2,3,2,0
429,1,1,0,1,0,0,1,0
431,1,1,0,1,0,0,1,0
432,10,10,2,10,2,0,1,0
433,4,4,1,5,1,1,1,0
434,16,16,4,21,4,11,2,0
435,2,2,0,2,0,0,1,0
436,2,2,0,2,0,0,1,0
437,26,26,9,56,9,1,3,1
438,23,22,8,32,7,19,2,0
439,24,24,13,71,8,24,2,0
440,23,21,4,36,4,0,2,0
442,19,18,7,31,5,16,1,0
443,6,6,2,6,2,0,1,1
444,21,20,2,28,1,0,2,0
445,1,1,0,1,0,0,1,0
446,10,9,1,10,1,0,1,0
447,3,2,0,3,0,0,1,0
449,4,3,0,4,0,0,1,0
450,6,6,1,7,1,0,1,0
451,1,1,0,1,0,0,1,0
452,1,1,0,1,0,0,1,0
453,23,23,8,29,8,0,1,1
454,10,9,0,13,0,0,1,0
455,3,2,0,5,0,0,1,0
456,1,1,0,1,0,0,1,0
457,1,0,0,1,0,0,1,0
458,4,4,0,4,0,0,1,0
459,8,8,0,10,0,0,1,0
461,9,9,2,9,2,0,1,1
463,6,6,2,6,2,0,1,0
464,5,5,0,7,0,0,1,0
466,1,1,0,1,0,0,1,0
468,11,11,2,11,2,0,1,0
469,1,0,0,1,0,0,1,0
472,34,33,11,92,11,20,2,0
473,3,3,0,6,0,0,1,0
475,1,1,0,1,0,0,1,0
477,14,11,1,17,1,0,1,0
478,1,1,0,1,0,0,1,0
479,1,1,0,1,0,0,1,0
480,1,0,0,1,0,0,1,0
481,16,16,4,16,4,0,1,0
482,14,13,4,14,4,1,1,0
484,6,6,0,6,0,0,1,0
488,13,12,2,18,2,0,3,1
489,14,13,3,20,3,0,1,0
490,41,40,16,55,15,5,2,0
491,17,15,0,27,0,0,1,0
492,1,1,0,1,0,0,1,0
493,16,11,3,29,1,1,2,0
494,1,1,0,1,0,0,1,0
495,10,10,4,10,2,2,1,0
496,113,96,46,150,26,34,3,0
497,1,1,0,1,0,0,1,0
499,1,1,0,1,0,0,1,0
500,1,1,0,2,0,0,1,0
501,33,31,10,40,10,5,2,0
502,11,11,2,13,2,0,2,0
505,25,25,8,33,8,13,2,0
506,23,23,15,46,7,19,2,0
507,1,0,0,1,0,0,1,0
508,31,29,9,40,8,3,2,1
509,17,17,6,26,5,4,2,0
510,1,1,0,1,0,0,1,0
512,25,25,9,37,9,2,3,0
513,1,1,0,2,0,0,1,0
514,1,1,0,1,0,0,1,0
515,1,1,0,1,0,0,1,0
517,9,9,2,11,2,0,1,0
518,1,1,0,1,0,0,1,0
519,9,9,5,9,2,3,1,0
520,28,28,9,28,9,2,1,0
521,10,9,3,10,2,0,1,0
523,8,8,3,9,2,1,1,0
524,8,8,0,11,0,0,1,0
525,21,21,7,25,7,2,3,0
526,1,1,0,1,0,0,1,0
527,1,0,1,1,0,0,1,0
528,25,25,9,26,9,4,3,1
529,1,0,0,1,0,0,1,0
531,1,1,0,1,0,0,1,0
532,2,1,0,2,0,0,1,0
533,2,1,1,3,1,0,1,0
535,1,1,0,3,0,0,1,0
536,1,1,0,1,0,0,1,0
537,4,4,0,4,0,0,1,0
539,4,2,1,10,1,0,1,0
540,1,1,0,1,0,0,1,0
541,31,30,11,83,9,6,2,0
542,37,37,13,57,13,8,3,1
544,24,23,8,27,8,3,1,0
545,1,0,1,1,0,0,1,0
546,2,0,2,2,0,0,1,0
547,1,1,0,1,0,0,1,0
548,1,1,0,2,0,0,2,0
549,1,1,0,1,0,0,1,0
550,11,11,2,12,2,0,1,0
551,20,20,6,24,6,1,2,0
552,1,1,0,1,0,0,1,0
553,42,42,18,61,16,23,2,1
555,18,18,6,24,6,4,1,0
556,13,12,1,22,0,0,1,0
559,1,0,1,1,0,0,1,0
560,36,36,13,50,13,13,2,1
562,1,1,0,1,0,0,1,0
563,1,1,0,1,0,0,1,0
564,34,34,15,61,14,9,2,0
566,1,1,0,1,0,0,1,0
568,21,20,5,29,5,2,2,0
569,37,37,13,45,13,2,3,1
572,30,29,9,41,9,3,3,1
573,16,16,5,20,5,6,1,0
576,14,14,5,21,4,4,1,1
577,15,14,5,30,4,0,2,0
580,4,4,1,6,1,0,3,0
581,1,1,0,1,0,0,1,0
582,46,40,6,53,0,0,1,0
585,1,0,1,1,0,0,1,0
587,44,44,18,60,16,9,2,1
589,66,64,31,186,26,59,2,1
590,14,13,5,21,3,3,3,0
591,39,37,14,73,14,16,2,1
592,2,1,0,2,0,0,1,0
594,4,4,2,7,2,0,3,1
595,8,8,2,14,2,0,3,0
596,23,23,9,32,8,6,1,0
597,2,2,0,3,0,0,1,0
598,1,1,0,1,0,0,1,0
603,1,1,0,1,0,0,1,0
604,33,32,11,45,11,3,1,1
605,71,63,27,144,24,79,3,1
606,12,12,2,17,2,0,2,0
607,2,1,1,2,0,0,1,0
608,24,23,9,50,8,16,3,0
609,2,2,0,2,0,0,1,0
610,7,6,3,11,1,1,1,0
612,7,5,1,7,0,0,1,0
614,1,1,0,1,0,0,1,0
616,20,16,3,25,1,2,1,0
617,2,2,0,2,0,0,1,0
618,9,9,2,11,2,0,1,0
620,172,132,50,176,10,2,1,0
621,5,3,1,5,0,0,1,0
622,6,6,2,6,2,0,1,0
623,1,0,0,1,0,0,1,0
624,3,4,2,3,1,0,1,0
626,1,1,0,1,0,0,1,0
629,3,2,0,4,0,0,1,0
630,10,10,2,10,2,0,1,0
631,1,0,0,1,0,0,1,0
632,12,12,3,24,2,1,2,0
633,1,0,0,1,0,0,1,0
634,2,2,0,2,0,0,1,0
635,14,13,4,42,3,0,1,1
636,1,1,0,1,0,0,1,0
637,1,1,0,1,0,0,1,0
638,26,25,12,38,9,4,1,1
639,1,1,0,1,0,0,1,0
640,1,1,0,1,0,0,1,0
641,1,1,0,1,0,0,1,0
643,4,4,0,4,0,0,1,1
644,6,6,3,6,2,1,1,0
645,53,41,19,65,7,10,2,0
646,3,2,1,3,0,0,1,0
648,7,6,9,8,1,8,1,0
649,8,6,0,8,0,0,1,0
651,57,42,9,77,4,6,2,0
652,1,1,0,1,0,0,1,0
653,6,6,4,6,2,2,1,0
654,1,1,0,1,0,0,1,0
655,29,29,9,37,9,4,2,0
656,3,3,0,3,0,0,1,0
657,11,10,3,13,1,2,2,0
658,1,1,0,1,0,0,1,0
660,10,10,2,11,2,0,1,0
661,2,2,0,2,0,0,1,1
662,1,1,0,1,0,0,1,0
663,2,1,0,4,0,0,1,0
665,9,9,3,21,3,4,1,0
667,2,2,1,4,1,0,1,0
668,1,1,0,1,0,0,1,0
669,9,9,2,10,2,0,2,0
670,1,1,0,1,0,0,1,0
671,1,0,0,2,0,0,2,0
673,9,9,2,11,2,0,1,0
674,1,0,0,1,0,0,1,0
675,90,90,38,142,36,33,3,1
676,23,22,8,27,7,1,2,1
677,19,18,5,27,5,1,3,0
678,25,24,16,64,8,10,2,0
679,13,13,5,31,5,6,1,0
681,8,8,3,11,2,1,1,1
682,6,6,3,6,2,1,1,0
684,1,1,0,1,0,0,1,0
685,11,11,7,22,3,4,2,0
686,24,22,8,45,5,6,1,0
687,10,10,2,10,2,0,1,0
688,1,0,1,1,0,0,1,0
689,30,26,12,86,5,7,2,0
690,1,0,0,1,0,0,1,0
691,9,9,9,9,2,7,1,0
692,14,12,8,16,2,3,1,0
694,10,10,6,14,2,4,2,0
695,10,10,3,10,2,1,1,0
697,22,22,7,50,7,15,2,0
698,20,20,9,41,8,11,2,0
699,23,21,15,30,9,18,1,0
701,14,13,4,20,3,1,1,0
702,31,30,10,40,9,1,3,1
703,10,10,2,10,2,0,1,1
705,1,1,0,2,0,0,1,0
706,1,0,0,1,0,0,1,0
707,3,2,0,3,0,0,1,0
708,9,9,2,9,2,0,1,0
709,52,51,21,79,20,4,3,1
710,71,69,27,99,25,35,2,0
711,1,1,0,1,0,0,1,0
712,1,1,0,1,0,0,1,0
713,57,57,25,82,25,46,3,1
714,1,1,0,1,0,0,1,0
715,3,3,0,3,0,0,1,0
716,24,24,8,28,8,3,1,1
717,10,10,2,10,2,0,1,0
718,2,2,0,3,0,0,1,0
719,1,0,0,1,0,0,1,0
720,3,3,0,3,0,0,1,0
721,103,98,28,121,24,12,1,0
722,6,6,3,6,2,1,1,0
724,38,34,12,81,11,8,2,1
727,15,14,4,31,4,0,1,0
728,1,0,1,1,0,0,1,0
729,8,8,3,8,2,1,1,0
730,2,2,0,2,0,0,1,0
732,15,15,4,15,4,1,1,1
734,1,1,0,2,0,0,2,0
735,42,41,16,56,12,10,3,0
737,1,1,0,1,0,0,1,0
738,27,25,8,52,7,11,3,0
740,25,25,9,44,8,5,2,0
742,1,1,0,1,0,0,1,0
743,2,2,0,2,0,0,1,1
746,1,1,0,1,0,0,1,0
748,6,5,0,8,0,0,1,0
749,4,3,0,5,0,0,1,0
750,1,0,1,1,0,0,1,0
751,1,0,0,1,0,0,1,0
752,76,76,38,111,33,42,3,1
753,8,8,2,8,2,0,1,0
755,22,22,8,66,6,73,2,0
756,15,13,4,18,2,7,2,0
758,9,7,0,12,0,0,1,0
759,19,19,6,31,6,6,2,0
761,90,51,0,129,0,0,3,0
762,1,1,0,1,0,0,1,0
763,8,7,2,20,1,1,2,0
764,25,25,9,34,9,2,1,0
766,27,27,10,45,9,3,1,0
767,11,11,3,20,2,0,1,0
768,7,7,2,7,2,0,1,0
769,6,6,2,7,2,0,1,0
771,37,34,13,49,11,12,2,1
772,1,0,0,1,0,0,1,0
773,11,11,2,11,2,0,1,0
774,14,7,7,26,0,0,2,0
775,5,4,5,5,1,4,1,0
776,1,0,0,1,0,0,1,0
777,6,6,2,7,2,0,1,0
778,53,53,20,70,19,3,3,1
780,10,10,2,10,2,0,1,0
781,23,23,8,38,8,3,1,0
782,13,12,2,21,2,0,1,0
783,16,16,4,24,4,3,3,1
784,1,1,0,1,0,0,1,0
785,40,40,16,51,16,2,2,1
786,1,1,0,1,0,0,1,0
787,3,2,0,6,0,0,1,0
788,3,2,1,4,0,0,1,0
789,6,4,0,8,0,0,1,0
790,25,25,9,39,9,1,2,1
791,132,116,52,269,41,18,3,1
792,1,1,0,1,0,0,1,0
793,25,25,10,27,9,14,1,0
794,1,1,0,1,0,0,1,0
795,14,14,3,20,2,1,1,0
797,23,21,8,48,6,15,2,0
798,11,9,0,11,0,0,1,0
799,12,11,2,14,1,0,2,0
802,8,8,2,9,2,0,1,0
803,4,3,2,22,3,2,1,0
806,1,0,1,1,0,0,1,0
808,43,36,18,94,9,36,1,0
809,98,96,45,124,37,17,3,1
811,8,8,2,31,2,0,1,1
812,17,17,8,20,5,8,1,1
813,2,2,0,2,0,0,1,0
814,1,0,0,1,0,0,1,0
815,24,24,9,26,9,1,1,0
816,20,20,10,142,7,16,3,0
817,1,1,0,1,0,0,1,0
818,1,1,0,1,0,0,1,0
819,16,16,7,18,7,0,1,0
821,1,0,0,1,0,0,1,0
822,49,49,19,94,18,29,3,1
823,14,12,4,18,2,0,1,0
824,70,70,46,90,30,52,3,1
825,13,12,3,17,2,1,1,0
826,24,24,8,52,8,4,2,0
827,36,36,13,49,13,6,3,1
828,13,11,1,27,1,0,2,0
830,9,9,2,9,2,0,1,0
831,44,41,18,165,15,17,3,1
833,16,16,4,22,4,0,1,0
834,25,25,9,51,9,1,2,0
836,17,17,5,19,5,1,1,0
838,24,24,9,29,8,19,2,0
839,14,13,3,16,3,0,1,0
840,2,2,0,3,0,0,1,0
841,37,33,11,162,9,7,3,0
842,1,1,0,1,0,0,1,0
843,7,5,0,7,0,0,1,0
844,1,1,0,1,0,0,1,0
846,3,3,0,3,0,0,1,0
847,10,10,2,13,2,0,1,0
849,9,7,1,18,0,0,3,0
851,8,8,2,8,2,0,1,0
852,10,10,2,10,2,0,1,0
853,10,10,2,12,2,0,1,0
854,28,28,8,37,8,8,3,1
855,1,1,0,1,0,0,1,0
856,8,8,4,13,2,2,1,0
857,1,0,0,1,0,0,1,0
859,1,1,0,1,0,0,1,0
861,1,1,0,1,0,0,1,0
862,1,1,0,1,0,0,1,0
863,11,11,2,18,2,0,2,1
865,17,16,13,58,6,30,3,0
866,6,4,2,6,0,0,1,0
867,2,2,1,4,0,0,1,0
868,4,4,1,6,1,0,3,0
869,1,0,1,1,0,0,1,0
871,1,0,1,1,0,1,1,0
872,1,0,0,1,0,0,1,0
873,40,36,16,99,12,24,2,0
875,14,12,3,14,2,10,1,0
876,10,9,3,11,2,1,1,0
877,1,1,0,1,0,0,1,0
879,1,1,0,4,0,0,2,0
881,1,1,0,1,0,0,1,0
882,1,1,0,1,0,0,1,0
883,44,41,28,57,14,16,2,0
884,1,1,0,1,0,0,1,0
885,3,1,2,5,0,0,1,0
888,25,24,8,54,8,4,2,0
889,1,1,0,1,0,0,1,0
890,30,29,9,41,8,8,3,0
891,2,2,0,2,0,0,1,0
892,3,2,0,3,0,0,2,0
893,17,13,7,26,3,5,2,0
895,1,1,0,2,0,0,1,0
896,1,1,0,1,0,0,1,0
899,33,33,12,95,12,14,3,1
900,1,1,0,1,0,0,1,0
902,28,28,11,65,10,7,3,1
903,10,10,2,10,2,0,1,1
905,1,1,0,1,0,0,1,0
906,16,16,4,24,4,0,1,0
908,8,8,12,8,2,10,1,0
909,55,55,24,71,24,16,2,1
910,12,12,3,17,2,1,1,1
911,93,93,46,158,42,11,3,1
912,1,0,0,4,0,0,1,0
914,3,3,0,4,0,0,1,0
915,89,88,37,127,35,16,3,1
916,1,1,0,1,0,0,1,0
917,2,2,0,2,0,0,1,0
919,11,10,2,11,1,0,1,0
921,24,17,11,72,2,2,2,0
922,15,15,5,20,4,2,2,0
923,3,2,1,3,0,0,1,0
924,1,0,1,1,0,0,1,0
925,1,1,0,1,0,0,1,0
927,54,53,19,60,19,4,3,1
928,13,12,2,29,2,0,1,0
929,1,0,0,1,0,0,1,0
930,1,1,0,1,0,0,1,0
931,41,40,16,58,15,14,3,1
932,1,0,0,1,0,0,1,0
934,11,11,2,11,2,0,1,0
935,1,1,0,4,0,0,1,0
938,2,2,2,3,2,6,1,0
939,9,9,2,19,2,0,2,0
940,52,49,18,86,17,7,3,1
941,1,1,0,1,0,0,1,0
942,29,26,9,46,7,5,1,0
943,4,4,1,4,1,0,1,0
944,33,30,10,41,10,13,2,0
946,2,1,0,2,0,0,2,0
947,10,9,2,10,2,0,1,0
948,8,8,2,13,2,0,1,0
949,1,1,1,2,1,0,1,0
950,1,0,0,1,0,0,1,0
951,1,1,0,1,0,0,1,0
954,29,28,11,39,8,11,2,1
955,1,1,0,1,0,0,1,0
956,8,8,2,11,2,0,1,1
957,1,1,0,1,0,0,1,0
958,7,7,0,7,0,0,1,0
959,8,6,2,8,0,0,1,0
961,1,1,0,1,0,0,1,0
962,1,1,0,1,0,0,1,0
963,59,56,34,84,25,55,2,1
964,3,3,0,3,0,0,1,0
965,10,8,0,10,0,0,1,0
966,1,1,0,1,0,0,1,0
967,1,1,0,1,0,0,1,0
968,43,42,19,70,16,25,2,0
969,19,19,7,26,7,2,2,0
974,2,2,0,2,0,0,1,0
975,47,32,5,74,3,2,2,0
976,8,6,0,10,0,0,1,0
977,1,1,0,1,0,0,1,0
978,55,47,24,116,13,52,3,0
979,1,0,1,3,0,0,2,0
981,6,6,4,8,2,2,1,0
982,1,1,0,1,0,0,1,0
983,42,41,17,49,16,23,2,0
984,2,2,5,2,2,3,1,0
985,20,19,10,24,8,1,1,0
986,2,2,0,3,0,0,1,0
987,2,1,0,2,0,0,1,0
989,29,28,9,40,8,2,3,1
990,6,6,2,9,2,0,1,0
991,18,18,8,29,6,4,1,0
992,3,3,0,3,0,0,1,0
993,5,5,0,7,0,0,1,0
994,36,35,13,42,12,49,2,0
995,5,2,2,16,0,1,2,0
996,24,23,11,27,8,2,3,0
997,2,2,0,3,0,0,1,0
998,1,0,1,1,0,1,1,0
1000,55,53,28,119,27,8,2,0
1001,14,13,4,14,3,2,1,0
1002,1,1,0,1,0,0,1,0
1004,7,6,1,10,0,0,1,0
1005,1,1,0,1,0,0,1,0
1006,8,8,0,8,0,0,1,0
1007,2,2,0,3,0,0,1,0
1008,1,1,0,2,0,0,1,0
1009,13,12,2,13,2,0,2,0
1011,10,10,2,20,2,0,1,0
1012,1,1,0,1,0,0,1,0
1013,14,14,4,14,4,0,1,1
1014,4,3,0,5,0,0,1,0
1015,9,9,2,11,2,0,1,0
1016,1,1,0,1,0,0,1,0
1017,1,1,0,1,0,0,1,0
1018,14,13,5,18,3,2,1,0
1019,1,1,0,1,0,0,1,0
1020,17,15,6,21,3,3,2,0
1021,1,1,0,1,0,0,1,0
1022,2,2,0,2,0,0,1,0
1024,38,37,30,58,15,23,2,0
1025,1,1,0,1,0,0,1,0
1026,9,9,2,20,2,0,2,0
1027,65,65,37,112,28,32,3,1
1028,50,50,19,65,19,8,3,1
1029,4,0,2,6,0,3,1,0
1030,1,1,0,1,0,0,1,0
1031,22,22,8,28,7,3,2,0
1032,24,22,11,54,7,10,1,0
