user_id,discovered,passed,started_attempt,viewed,correct,wrong,num_days
310,1,1,0,1,0,0,1
311,13,10,2,26,0,1,1
312,1,0,0,1,0,0,1
313,6,6,2,6,2,0,2
314,7,6,0,11,0,0,1
315,1,1,0,1,0,0,1
316,19,19,8,25,7,2,3
321,1,1,0,7,0,0,2
322,17,15,6,37,4,9,1
323,24,21,15,52,6,36,2
325,1,0,1,1,0,0,1
326,9,7,0,11,0,0,1
330,1,1,0,1,0,0,1
332,25,25,10,57,9,1,3
333,1,1,0,1,0,0,1
334,20,20,7,36,7,11,2
336,27,27,12,46,9,7,1
337,6,6,2,6,2,0,1
338,123,109,0,176,0,0,2
339,7,6,0,7,0,0,1
340,4,4,1,4,1,0,1
342,1,0,0,1,0,0,1
343,14,10,2,18,0,0,2
344,44,42,19,97,15,29,3
345,10,9,6,17,1,5,2
347,1,0,1,1,0,0,1
350,20,20,6,28,6,0,1
352,1,0,0,1,0,0,1
353,21,21,8,37,6,6,3
354,1,1,0,1,0,0,1
356,4,4,0,4,0,0,2
357,11,11,4,12,2,2,1
358,1,1,0,1,0,0,1
359,2,2,0,2,0,0,1
360,1,0,1,1,0,0,1
361,24,24,10,51,10,19,2
362,1,1,0,1,0,0,1
364,13,12,3,24,2,0,2
365,27,18,0,29,0,0,1
368,10,9,2,18,2,0,1
369,6,4,2,6,0,0,1
370,3,1,0,3,0,0,1
371,1,1,0,1,0,0,1
372,1,1,0,1,0,0,1
374,1,1,0,1,0,0,1
376,1,1,0,1,0,0,1
377,1,0,0,1,0,0,1
378,1,1,0,1,0,0,1
379,47,47,19,77,17,21,2
380,1,0,0,4,0,0,2
381,2,2,0,2,0,0,1
383,31,30,10,65,10,7,3
384,2,2,0,2,0,0,1
385,23,20,8,29,3,13,1
387,31,30,10,31,9,7,2
390,1,0,1,1,0,0,1
392,1,1,0,1,0,0,1
393,1,1,0,1,0,0,1
394,11,10,3,14,2,1,1
395,25,25,8,35,8,8,3
396,1,1,0,1,0,0,1
397,10,10,2,12,2,0,1
398,5,4,1,12,0,0,2
399,14,13,3,17,3,0,1
401,1,1,0,1,0,0,1
402,1,1,0,2,0,0,1
403,1,1,0,1,0,0,1
404,46,35,1,48,0,1,2
405,1,1,0,1,0,0,1
407,3,3,0,3,0,0,1
408,1,1,0,1,0,0,1
410,65,48,8,302,2,2,2
412,1,1,0,1,0,0,1
413,15,14,6,22,5,0,1
415,1,1,0,1,0,0,1
416,1,1,0,1,0,0,1
420,35,32,12,62,10,7,2
422,34,29,9,91,8,13,3
426,1,0,0,1,0,0,1
427,22,22,7,22,7,1,1
428,69,63,11,87,2,3,2
429,1,1,0,1,0,0,1
431,1,1,0,1,0,0,1
432,10,10,2,10,2,0,1
433,4,4,1,5,1,1,1
434,16,16,4,21,4,11,2
435,2,2,0,2,0,0,1
436,2,2,0,2,0,0,1
437,26,26,9,56,9,1,3
438,23,22,8,32,7,19,2
439,24,24,13,71,8,24,2
440,23,21,4,36,4,0,2
442,19,18,7,31,5,16,1
443,6,6,2,6,2,0,1
444,21,20,2,28,1,0,2
445,1,1,0,1,0,0,1
446,10,9,1,10,1,0,1
447,3,2,0,3,0,0,1
449,4,3,0,4,0,0,1
450,6,6,1,7,1,0,1
451,1,1,0,1,0,0,1
452,1,1,0,1,0,0,1
453,23,23,8,29,8,0,1
454,10,9,0,13,0,0,1
455,3,2,0,5,0,0,1
456,1,1,0,1,0,0,1
457,1,0,0,1,0,0,1
458,4,4,0,4,0,0,1
459,8,8,0,10,0,0,1
461,9,9,2,9,2,0,1
463,6,6,2,6,2,0,1
464,5,5,0,7,0,0,1
466,1,1,0,1,0,0,1
468,11,11,2,11,2,0,1
469,1,0,0,1,0,0,1
472,34,33,11,92,11,20,2
473,3,3,0,6,0,0,1
475,1,1,0,1,0,0,1
477,14,11,1,17,1,0,1
478,1,1,0,1,0,0,1
479,1,1,0,1,0,0,1
480,1,0,0,1,0,0,1
481,16,16,4,16,4,0,1
482,14,13,4,14,4,1,1
484,6,6,0,6,0,0,1
488,13,12,2,18,2,0,3
489,14,13,3,20,3,0,1
490,41,40,16,55,15,5,2
491,17,15,0,27,0,0,1
492,1,1,0,1,0,0,1
493,16,11,3,29,1,1,2
494,1,1,0,1,0,0,1
495,10,10,4,10,2,2,1
496,113,96,46,150,26,34,3
497,1,1,0,1,0,0,1
499,1,1,0,1,0,0,1
500,1,1,0,2,0,0,1
501,33,31,10,40,10,5,2
502,11,11,2,13,2,0,2
505,25,25,8,33,8,13,2
506,23,23,15,46,7,19,2
507,1,0,0,1,0,0,1
508,31,29,9,40,8,3,2
509,17,17,6,26,5,4,2
510,1,1,0,1,0,0,1
512,25,25,9,37,9,2,3
513,1,1,0,2,0,0,1
514,1,1,0,1,0,0,1
515,1,1,0,1,0,0,1
517,9,9,2,11,2,0,1
518,1,1,0,1,0,0,1
519,9,9,5,9,2,3,1
520,28,28,9,28,9,2,1
521,10,9,3,10,2,0,1
523,8,8,3,9,2,1,1
524,8,8,0,11,0,0,1
525,21,21,7,25,7,2,3
526,1,1,0,1,0,0,1
527,1,0,1,1,0,0,1
528,25,25,9,26,9,4,3
529,1,0,0,1,0,0,1
531,1,1,0,1,0,0,1
532,2,1,0,2,0,0,1
533,2,1,1,3,1,0,1
535,1,1,0,3,0,0,1
536,1,1,0,1,0,0,1
537,4,4,0,4,0,0,1
539,4,2,1,10,1,0,1
540,1,1,0,1,0,0,1
541,31,30,11,83,9,6,2
542,37,37,13,57,13,8,3
544,24,23,8,27,8,3,1
545,1,0,1,1,0,0,1
546,2,0,2,2,0,0,1
547,1,1,0,1,0,0,1
548,1,1,0,2,0,0,2
549,1,1,0,1,0,0,1
550,11,11,2,12,2,0,1
551,20,20,6,24,6,1,2
552,1,1,0,1,0,0,1
553,42,42,18,61,16,23,2
555,18,18,6,24,6,4,1
556,13,12,1,22,0,0,1
559,1,0,1,1,0,0,1
560,36,36,13,50,13,13,2
562,1,1,0,1,0,0,1
563,1,1,0,1,0,0,1
564,34,34,15,61,14,9,2
566,1,1,0,1,0,0,1
568,21,20,5,29,5,2,2
569,37,37,13,45,13,2,3
572,30,29,9,41,9,3,3
573,16,16,5,20,5,6,1
576,14,14,5,21,4,4,1
577,15,14,5,30,4,0,2
580,4,4,1,6,1,0,3
581,1,1,0,1,0,0,1
582,46,40,6,53,0,0,1
585,1,0,1,1,0,0,1
587,44,44,18,60,16,9,2
589,66,64,31,186,26,59,2
590,14,13,5,21,3,3,3
591,39,37,14,73,14,16,2
592,2,1,0,2,0,0,1
594,4,4,2,7,2,0,3
595,8,8,2,14,2,0,3
596,23,23,9,32,8,6,1
597,2,2,0,3,0,0,1
598,1,1,0,1,0,0,1
603,1,1,0,1,0,0,1
604,33,32,11,45,11,3,1
605,71,63,27,144,24,79,3
606,12,12,2,17,2,0,2
607,2,1,1,2,0,0,1
608,24,23,9,50,8,16,3
609,2,2,0,2,0,0,1
610,7,6,3,11,1,1,1
612,7,5,1,7,0,0,1
614,1,1,0,1,0,0,1
616,20,16,3,25,1,2,1
617,2,2,0,2,0,0,1
618,9,9,2,11,2,0,1
620,172,132,50,176,10,2,1
621,5,3,1,5,0,0,1
622,6,6,2,6,2,0,1
623,1,0,0,1,0,0,1
624,3,4,2,3,1,0,1
626,1,1,0,1,0,0,1
629,3,2,0,4,0,0,1
630,10,10,2,10,2,0,1
631,1,0,0,1,0,0,1
632,12,12,3,24,2,1,2
633,1,0,0,1,0,0,1
634,2,2,0,2,0,0,1
635,14,13,4,42,3,0,1
636,1,1,0,1,0,0,1
637,1,1,0,1,0,0,1
638,26,25,12,38,9,4,1
639,1,1,0,1,0,0,1
640,1,1,0,1,0,0,1
641,1,1,0,1,0,0,1
643,4,4,0,4,0,0,1
644,6,6,3,6,2,1,1
645,53,41,19,65,7,10,2
646,3,2,1,3,0,0,1
648,7,6,9,8,1,8,1
649,8,6,0,8,0,0,1
651,57,42,9,77,4,6,2
652,1,1,0,1,0,0,1
653,6,6,4,6,2,2,1
654,1,1,0,1,0,0,1
655,29,29,9,37,9,4,2
656,3,3,0,3,0,0,1
657,11,10,3,13,1,2,2
658,1,1,0,1,0,0,1
660,10,10,2,11,2,0,1
661,2,2,0,2,0,0,1
662,1,1,0,1,0,0,1
663,2,1,0,4,0,0,1
665,9,9,3,21,3,4,1
667,2,2,1,4,1,0,1
668,1,1,0,1,0,0,1
669,9,9,2,10,2,0,2
670,1,1,0,1,0,0,1
671,1,0,0,2,0,0,2
673,9,9,2,11,2,0,1
674,1,0,0,1,0,0,1
675,90,90,38,142,36,33,3
676,23,22,8,27,7,1,2
677,19,18,5,27,5,1,3
678,25,24,16,64,8,10,2
679,13,13,5,31,5,6,1
681,8,8,3,11,2,1,1
682,6,6,3,6,2,1,1
684,1,1,0,1,0,0,1
685,11,11,7,22,3,4,2
686,24,22,8,45,5,6,1
687,10,10,2,10,2,0,1
688,1,0,1,1,0,0,1
689,30,26,12,86,5,7,2
690,1,0,0,1,0,0,1
691,9,9,9,9,2,7,1
692,14,12,8,16,2,3,1
694,10,10,6,14,2,4,2
695,10,10,3,10,2,1,1
697,22,22,7,50,7,15,2
698,20,20,9,41,8,11,2
699,23,21,15,30,9,18,1
701,14,13,4,20,3,1,1
702,31,30,10,40,9,1,3
703,10,10,2,10,2,0,1
705,1,1,0,2,0,0,1
706,1,0,0,1,0,0,1
707,3,2,0,3,0,0,1
708,9,9,2,9,2,0,1
709,52,51,21,79,20,4,3
710,71,69,27,99,25,35,2
711,1,1,0,1,0,0,1
712,1,1,0,1,0,0,1
713,57,57,25,82,25,46,3
714,1,1,0,1,0,0,1
715,3,3,0,3,0,0,1
716,24,24,8,28,8,3,1
717,10,10,2,10,2,0,1
718,2,2,0,3,0,0,1
719,1,0,0,1,0,0,1
720,3,3,0,3,0,0,1
721,103,98,28,121,24,12,1
722,6,6,3,6,2,1,1
724,38,34,12,81,11,8,2
727,15,14,4,31,4,0,1
728,1,0,1,1,0,0,1
729,8,8,3,8,2,1,1
730,2,2,0,2,0,0,1
732,15,15,4,15,4,1,1
734,1,1,0,2,0,0,2
735,42,41,16,56,12,10,3
737,1,1,0,1,0,0,1
738,27,25,8,52,7,11,3
740,25,25,9,44,8,5,2
742,1,1,0,1,0,0,1
743,2,2,0,2,0,0,1
746,1,1,0,1,0,0,1
748,6,5,0,8,0,0,1
749,4,3,0,5,0,0,1
750,1,0,1,1,0,0,1
751,1,0,0,1,0,0,1
752,76,76,38,111,33,42,3
753,8,8,2,8,2,0,1
755,22,22,8,66,6,73,2
756,15,13,4,18,2,7,2
758,9,7,0,12,0,0,1
759,19,19,6,31,6,6,2
761,90,51,0,129,0,0,3
762,1,1,0,1,0,0,1
763,8,7,2,20,1,1,2
764,25,25,9,34,9,2,1
766,27,27,10,45,9,3,1
767,11,11,3,20,2,0,1
768,7,7,2,7,2,0,1
769,6,6,2,7,2,0,1
771,37,34,13,49,11,12,2
772,1,0,0,1,0,0,1
773,11,11,2,11,2,0,1
774,14,7,7,26,0,0,2
775,5,4,5,5,1,4,1
776,1,0,0,1,0,0,1
777,6,6,2,7,2,0,1
778,53,53,20,70,19,3,3
780,10,10,2,10,2,0,1
781,23,23,8,38,8,3,1
782,13,12,2,21,2,0,1
783,16,16,4,24,4,3,3
784,1,1,0,1,0,0,1
785,40,40,16,51,16,2,2
786,1,1,0,1,0,0,1
787,3,2,0,6,0,0,1
788,3,2,1,4,0,0,1
789,6,4,0,8,0,0,1
790,25,25,9,39,9,1,2
791,132,116,52,269,41,18,3
792,1,1,0,1,0,0,1
793,25,25,10,27,9,14,1
794,1,1,0,1,0,0,1
795,14,14,3,20,2,1,1
797,23,21,8,48,6,15,2
798,11,9,0,11,0,0,1
799,12,11,2,14,1,0,2
802,8,8,2,9,2,0,1
803,4,3,2,22,3,2,1
806,1,0,1,1,0,0,1
808,43,36,18,94,9,36,1
809,98,96,45,124,37,17,3
811,8,8,2,31,2,0,1
812,17,17,8,20,5,8,1
813,2,2,0,2,0,0,1
814,1,0,0,1,0,0,1
815,24,24,9,26,9,1,1
816,20,20,10,142,7,16,3
817,1,1,0,1,0,0,1
818,1,1,0,1,0,0,1
819,16,16,7,18,7,0,1
821,1,0,0,1,0,0,1
822,49,49,19,94,18,29,3
823,14,12,4,18,2,0,1
824,70,70,46,90,30,52,3
825,13,12,3,17,2,1,1
826,24,24,8,52,8,4,2
827,36,36,13,49,13,6,3
828,13,11,1,27,1,0,2
830,9,9,2,9,2,0,1
831,44,41,18,165,15,17,3
833,16,16,4,22,4,0,1
834,25,25,9,51,9,1,2
836,17,17,5,19,5,1,1
838,24,24,9,29,8,19,2
839,14,13,3,16,3,0,1
840,2,2,0,3,0,0,1
841,37,33,11,162,9,7,3
842,1,1,0,1,0,0,1
843,7,5,0,7,0,0,1
844,1,1,0,1,0,0,1
846,3,3,0,3,0,0,1
847,10,10,2,13,2,0,1
849,9,7,1,18,0,0,3
851,8,8,2,8,2,0,1
852,10,10,2,10,2,0,1
853,10,10,2,12,2,0,1
854,28,28,8,37,8,8,3
855,1,1,0,1,0,0,1
856,8,8,4,13,2,2,1
857,1,0,0,1,0,0,1
859,1,1,0,1,0,0,1
861,1,1,0,1,0,0,1
862,1,1,0,1,0,0,1
863,11,11,2,18,2,0,2
865,17,16,13,58,6,30,3
866,6,4,2,6,0,0,1
867,2,2,1,4,0,0,1
868,4,4,1,6,1,0,3
869,1,0,1,1,0,0,1
871,1,0,1,1,0,1,1
872,1,0,0,1,0,0,1
873,40,36,16,99,12,24,2
875,14,12,3,14,2,10,1
876,10,9,3,11,2,1,1
877,1,1,0,1,0,0,1
879,1,1,0,4,0,0,2
881,1,1,0,1,0,0,1
882,1,1,0,1,0,0,1
883,44,41,28,57,14,16,2
884,1,1,0,1,0,0,1
885,3,1,2,5,0,0,1
888,25,24,8,54,8,4,2
889,1,1,0,1,0,0,1
890,30,29,9,41,8,8,3
891,2,2,0,2,0,0,1
892,3,2,0,3,0,0,2
893,17,13,7,26,3,5,2
895,1,1,0,2,0,0,1
896,1,1,0,1,0,0,1
899,33,33,12,95,12,14,3
900,1,1,0,1,0,0,1
902,28,28,11,65,10,7,3
903,10,10,2,10,2,0,1
905,1,1,0,1,0,0,1
906,16,16,4,24,4,0,1
908,8,8,12,8,2,10,1
909,55,55,24,71,24,16,2
910,12,12,3,17,2,1,1
911,93,93,46,158,42,11,3
912,1,0,0,4,0,0,1
914,3,3,0,4,0,0,1
915,89,88,37,127,35,16,3
916,1,1,0,1,0,0,1
917,2,2,0,2,0,0,1
919,11,10,2,11,1,0,1
921,24,17,11,72,2,2,2
922,15,15,5,20,4,2,2
923,3,2,1,3,0,0,1
924,1,0,1,1,0,0,1
925,1,1,0,1,0,0,1
927,54,53,19,60,19,4,3
928,13,12,2,29,2,0,1
929,1,0,0,1,0,0,1
930,1,1,0,1,0,0,1
931,41,40,16,58,15,14,3
932,1,0,0,1,0,0,1
934,11,11,2,11,2,0,1
935,1,1,0,4,0,0,1
938,2,2,2,3,2,6,1
939,9,9,2,19,2,0,2
940,52,49,18,86,17,7,3
941,1,1,0,1,0,0,1
942,29,26,9,46,7,5,1
943,4,4,1,4,1,0,1
944,33,30,10,41,10,13,2
946,2,1,0,2,0,0,2
947,10,9,2,10,2,0,1
948,8,8,2,13,2,0,1
949,1,1,1,2,1,0,1
950,1,0,0,1,0,0,1
951,1,1,0,1,0,0,1
954,29,28,11,39,8,11,2
955,1,1,0,1,0,0,1
956,8,8,2,11,2,0,1
957,1,1,0,1,0,0,1
958,7,7,0,7,0,0,1
959,8,6,2,8,0,0,1
961,1,1,0,1,0,0,1
962,1,1,0,1,0,0,1
963,59,56,34,84,25,55,2
964,3,3,0,3,0,0,1
965,10,8,0,10,0,0,1
966,1,1,0,1,0,0,1
967,1,1,0,1,0,0,1
968,43,42,19,70,16,25,2
969,19,19,7,26,7,2,2
974,2,2,0,2,0,0,1
975,47,32,5,74,3,2,2
976,8,6,0,10,0,0,1
977,1,1,0,1,0,0,1
978,55,47,24,116,13,52,3
979,1,0,1,3,0,0,2
981,6,6,4,8,2,2,1
982,1,1,0,1,0,0,1
983,42,41,17,49,16,23,2
984,2,2,5,2,2,3,1
985,20,19,10,24,8,1,1
986,2,2,0,3,0,0,1
987,2,1,0,2,0,0,1
989,29,28,9,40,8,2,3
990,6,6,2,9,2,0,1
991,18,18,8,29,6,4,1
992,3,3,0,3,0,0,1
993,5,5,0,7,0,0,1
994,36,35,13,42,12,49,2
995,5,2,2,16,0,1,2
996,24,23,11,27,8,2,3
997,2,2,0,3,0,0,1
998,1,0,1,1,0,1,1
1000,55,53,28,119,27,8,2
1001,14,13,4,14,3,2,1
1002,1,1,0,1,0,0,1
1004,7,6,1,10,0,0,1
1005,1,1,0,1,0,0,1
1006,8,8,0,8,0,0,1
1007,2,2,0,3,0,0,1
1008,1,1,0,2,0,0,1
1009,13,12,2,13,2,0,2
1011,10,10,2,20,2,0,1
1012,1,1,0,1,0,0,1
1013,14,14,4,14,4,0,1
1014,4,3,0,5,0,0,1
1015,9,9,2,11,2,0,1
1016,1,1,0,1,0,0,1
1017,1,1,0,1,0,0,1
1018,14,13,5,18,3,2,1
1019,1,1,0,1,0,0,1
1020,17,15,6,21,3,3,2
1021,1,1,0,1,0,0,1
1022,2,2,0,2,0,0,1
1024,38,37,30,58,15,23,2
1025,1,1,0,1,0,0,1
1026,9,9,2,20,2,0,2
1027,65,65,37,112,28,32,3
1028,50,50,19,65,19,8,3
1029,4,0,2,6,0,3,1
1030,1,1,0,1,0,0,1
1031,22,22,8,28,7,3,2
1032,24,22,11,54,7,10,1
1033,29,29,10,35,9,1,2
1034,36,36,15,55,13,30,3
1035,3,2,0,4,0,0,1
1036,7,7,3,9,2,1,1
1037,1,1,0,1,0,0,1
1038,5,5,0,7,0,0,1
1039,1,1,0,1,0,0,1
1040,1,1,0,1,0,0,1
1042,1,1,0,1,0,0,1
1043,1,1,0,2,0,0,1
1046,7,8,23,568,17,8,3
1047,1,1,0,1,0,0,1
1048,8,8,2,8,2,0,1
1050,1,0,1,1,0,0,1
1051,1,1,0,1,0,0,1
1052,1,0,0,1,0,0,1
1053,2,2,0,3,0,0,1
1056,1,1,0,1,0,0,1
1057,1,1,0,1,0,0,1
1058,27,27,10,48,9,4,3
1060,1,1,0,1,0,0,1
1062,1,0,0,1,0,0,1
1063,1,1,0,1,0,0,1
1064,14,14,7,15,6,1,1
1065,11,11,2,12,2,0,1
1066,24,24,8,27,8,0,2
1067,34,31,10,61,10,5,2
1069,5,3,0,5,0,0,1
1070,5,3,0,6,0,0,1
1072,1,1,0,1,0,0,1
1073,1,0,0,1,0,0,1
1074,1,1,0,1,0,0,1
1075,8,8,2,8,2,0,1
1076,10,10,3,13,2,0,2
1077,6,6,3,8,2,0,1
1078,45,40,5,121,4,1,2
1079,1,1,0,6,0,0,3
1080,25,24,16,61,8,36,1
1081,9,9,2,9,2,0,1
1082,44,44,18,59,17,8,2
1084,1,1,0,1,0,0,1
1085,1,1,0,1,0,0,1
1086,3,3,0,3,0,0,1
1088,38,38,13,58,13,19,2
1089,34,31,12,40,10,28,1
1090,1,1,0,1,0,0,1
1091,2,2,0,2,0,0,1
1093,9,9,2,11,2,0,1
1094,1,0,1,1,0,0,1
1095,2,2,0,4,0,0,1
1096,11,11,2,19,2,0,1
1097,1,1,0,1,0,0,1
1098,21,18,0,24,0,0,1
1101,1,1,0,1,0,0,1
1103,10,9,2,10,1,1,1
1104,14,12,3,50,2,1,1
1105,3,1,3,5,0,0,1
1106,3,3,0,3,0,0,1
1107,24,24,9,30,9,1,1
1108,29,17,0,43,0,0,1
1109,3,2,0,7,0,0,1
1110,11,10,2,13,2,0,1
1111,6,6,3,8,2,1,1
1112,13,12,3,15,2,1,1
1113,20,20,7,26,7,2,1
1114,1,0,0,1,0,0,1
1116,3,1,1,3,0,0,1
1117,8,4,0,11,0,0,1
1118,1,0,1,1,0,0,1
1119,4,4,0,4,0,0,1
1120,1,1,0,1,0,0,1
1121,3,2,0,4,0,0,2
1122,30,28,7,31,7,7,1
1123,8,8,2,8,2,0,1
1124,18,14,0,20,0,0,1
1125,1,0,1,1,0,0,1
1126,28,27,11,31,8,15,2
1127,1,1,0,1,0,0,1
1128,34,34,12,43,12,6,3
1129,1,0,1,2,0,0,1
1130,198,132,89,239,10,15,2
1133,26,19,7,35,0,0,1
1136,1,1,0,1,0,0,1
1139,62,62,24,73,24,8,2
1140,13,12,3,13,2,0,1
1141,1,0,1,1,0,0,1
1142,25,25,8,27,8,0,2
1144,24,24,10,24,8,4,2
1146,37,37,18,75,14,26,3
1148,8,8,2,10,2,0,3
1150,97,72,13,97,13,4,2
1151,90,90,46,122,37,26,3
